Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_description
157,2021,MI,FT,Applied Machine Learning Scientist,423000,USD,423000,US,50,US,L,General data role involving analysis and modeling.
158,2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,100,US,M,General data role involving analysis and modeling.
159,2021,EN,FT,Machine Learning Engineer,125000,USD,125000,US,100,US,S,"Develop custom solutions for computer vision or NLP tasks, focusing on deployment and maintenance. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Python, SQL, Spark."
160,2021,EX,FT,Head of Data,230000,USD,230000,RU,50,RU,L,General data role involving analysis and modeling.
161,2021,EX,FT,Head of Data Science,85000,USD,85000,RU,0,RU,M,General data role involving analysis and modeling.
162,2021,MI,FT,Data Engineer,24000,EUR,28369,MT,50,MT,L,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Mid-level role involving independent projects and team collaboration. Key skills: Python, AWS, Tableau."
163,2021,EN,FT,Data Science Consultant,54000,EUR,63831,DE,50,DE,L,General data role involving analysis and modeling.
164,2021,EX,FT,Director of Data Science,110000,EUR,130026,DE,50,DE,M,General data role involving analysis and modeling.
165,2021,SE,FT,Data Specialist,165000,USD,165000,US,100,US,L,General data role involving analysis and modeling.
166,2021,EN,FT,Data Engineer,80000,USD,80000,US,100,US,L,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: SQL, TensorFlow, Tableau."
167,2021,EX,FT,Director of Data Science,250000,USD,250000,US,0,US,L,General data role involving analysis and modeling.
168,2021,EN,FT,BI Data Analyst,55000,USD,55000,US,50,US,S,General data role involving analysis and modeling.
169,2021,MI,FT,Data Architect,150000,USD,150000,US,100,US,L,General data role involving analysis and modeling.
170,2021,MI,FT,Data Architect,170000,USD,170000,US,100,US,L,General data role involving analysis and modeling.
171,2021,MI,FT,Data Engineer,60000,GBP,82528,GB,100,GB,L,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Mid-level role involving independent projects and team collaboration. Key skills: Python, TensorFlow, Tableau."
172,2021,EN,FT,Data Analyst,60000,USD,60000,US,100,US,S,"Develop dashboards in Tableau or Power BI, track KPIs, and present findings to non-technical teams. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: SQL, Spark, TensorFlow."
173,2021,SE,FT,Principal Data Scientist,235000,USD,235000,US,100,US,L,General data role involving analysis and modeling.
174,2021,SE,FT,Research Scientist,51400,EUR,60757,PT,50,PT,L,"Conduct cutting-edge research in AI, publish findings, and develop novel algorithms for complex problems. Senior position leading initiatives and mentoring juniors. Key skills: AWS, TensorFlow, SQL."
175,2021,SE,FT,Data Engineering Manager,174000,USD,174000,US,100,US,L,General data role involving analysis and modeling.
176,2021,MI,FT,Data Scientist,58000,MXN,2859,MX,0,MX,S,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Mid-level role involving independent projects and team collaboration. Key skills: AWS, TensorFlow, SQL."
177,2021,MI,FT,Data Scientist,30400000,CLP,40038,CL,100,CL,L,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Mid-level role involving independent projects and team collaboration. Key skills: SQL, Python, Tableau."
178,2021,EN,FT,Machine Learning Engineer,81000,USD,81000,US,50,US,S,"Optimize algorithms for performance, integrate ML systems with software architecture, and monitor model drift. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Tableau, AWS, TensorFlow."
179,2021,MI,FT,Data Scientist,420000,INR,5679,IN,100,US,S,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, Python, Spark."
180,2021,MI,FT,Big Data Engineer,1672000,INR,22611,IN,0,IN,L,General data role involving analysis and modeling.
181,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Mid-level role involving independent projects and team collaboration. Key skills: SQL, Python, Spark."
182,2021,MI,FT,Data Engineer,22000,EUR,26005,RO,0,US,L,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, AWS, Spark."
183,2021,SE,FT,Finance Data Analyst,45000,GBP,61896,GB,50,GB,L,General data role involving analysis and modeling.
184,2021,MI,FL,Machine Learning Scientist,12000,USD,12000,PK,50,PK,M,General data role involving analysis and modeling.
185,2021,MI,FT,Data Engineer,4000,USD,4000,IR,100,IR,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Mid-level role involving independent projects and team collaboration. Key skills: SQL, AWS, Tableau."
186,2021,SE,FT,Data Analytics Engineer,50000,USD,50000,VN,100,GB,M,General data role involving analysis and modeling.
187,2021,EX,FT,Data Science Consultant,59000,EUR,69741,FR,100,ES,S,General data role involving analysis and modeling.
188,2021,SE,FT,Data Engineer,65000,EUR,76833,RO,50,GB,S,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Spark, Python."
189,2021,MI,FT,Machine Learning Engineer,74000,USD,74000,JP,50,JP,S,"Build end-to-end ML pipelines, handle large-scale data, and ensure models are efficient and reliable. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, AWS, TensorFlow."
190,2021,SE,FT,Data Science Manager,152000,USD,152000,US,100,FR,L,"Build scalable data teams, evaluate tools and technologies, and measure ROI on data projects. Senior position leading initiatives and mentoring juniors. Key skills: AWS, TensorFlow, Python."
191,2021,EN,FT,Machine Learning Engineer,21844,USD,21844,CO,50,CO,M,"Build end-to-end ML pipelines, handle large-scale data, and ensure models are efficient and reliable. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: TensorFlow, Tableau, Python."
192,2021,MI,FT,Big Data Engineer,18000,USD,18000,MD,0,MD,S,General data role involving analysis and modeling.
193,2021,SE,FT,Data Science Manager,174000,USD,174000,US,100,US,L,"Develop data strategy, foster collaboration across departments, and drive adoption of ML solutions. Senior position leading initiatives and mentoring juniors. Key skills: Spark, SQL, Python."
194,2021,SE,FT,Research Scientist,120500,CAD,96113,CA,50,CA,L,"Focus on ethical AI, robustness testing, and translating research into practical prototypes. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, Python, TensorFlow."
195,2021,MI,FT,Data Scientist,147000,USD,147000,US,50,US,L,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Mid-level role involving independent projects and team collaboration. Key skills: SQL, Spark, TensorFlow."
196,2021,EN,FT,BI Data Analyst,9272,USD,9272,KE,100,KE,S,General data role involving analysis and modeling.
197,2021,SE,FT,Machine Learning Engineer,1799997,INR,24342,IN,100,IN,L,"Optimize algorithms for performance, integrate ML systems with software architecture, and monitor model drift. Senior position leading initiatives and mentoring juniors. Key skills: AWS, TensorFlow, Tableau."
198,2021,SE,FT,Data Science Manager,4000000,INR,54094,IN,50,US,L,"Build scalable data teams, evaluate tools and technologies, and measure ROI on data projects. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, SQL, AWS."
199,2021,EN,FT,Data Science Consultant,90000,USD,90000,US,100,US,S,General data role involving analysis and modeling.
200,2021,MI,FT,Data Scientist,52000,EUR,61467,DE,50,AT,M,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, AWS, SQL."
201,2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,195000,US,100,US,M,General data role involving analysis and modeling.
202,2021,MI,FT,Data Scientist,32000,EUR,37825,ES,100,ES,L,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, SQL, TensorFlow."
203,2021,SE,FT,Research Scientist,50000,USD,50000,FR,100,US,S,"Collaborate on interdisciplinary projects, analyze experimental data, and innovate in fields like deep learning. Senior position leading initiatives and mentoring juniors. Key skills: AWS, SQL, Spark."
204,2021,MI,FT,Data Scientist,160000,USD,160000,US,100,US,L,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Mid-level role involving independent projects and team collaboration. Key skills: SQL, TensorFlow, Spark."
205,2021,MI,FT,Data Scientist,69600,BRL,12901,BR,0,BR,S,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Mid-level role involving independent projects and team collaboration. Key skills: SQL, Spark, Python."
206,2021,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,L,"Optimize algorithms for performance, integrate ML systems with software architecture, and monitor model drift. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, AWS, SQL."
207,2021,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: Python, TensorFlow, SQL."
208,2021,MI,FL,Data Engineer,20000,USD,20000,IT,0,US,L,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Mid-level role involving independent projects and team collaboration. Key skills: Python, Tableau, SQL."
209,2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,0,US,L,General data role involving analysis and modeling.
210,2021,MI,FT,Machine Learning Engineer,21000,EUR,24823,SI,50,SI,L,"Develop custom solutions for computer vision or NLP tasks, focusing on deployment and maintenance. Mid-level role involving independent projects and team collaboration. Key skills: SQL, Tableau, AWS."
211,2021,MI,FT,Research Scientist,48000,EUR,56738,FR,50,FR,S,"Conduct cutting-edge research in AI, publish findings, and develop novel algorithms for complex problems. Mid-level role involving independent projects and team collaboration. Key skills: SQL, AWS, Python."
212,2021,MI,FT,Data Engineer,48000,GBP,66022,HK,50,GB,S,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Mid-level role involving independent projects and team collaboration. Key skills: Spark, Python, AWS."
213,2021,EN,FT,Big Data Engineer,435000,INR,5882,IN,0,CH,L,General data role involving analysis and modeling.
214,2021,EN,FT,Machine Learning Engineer,21000,EUR,24823,DE,50,DE,M,"Build end-to-end ML pipelines, handle large-scale data, and ensure models are efficient and reliable. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Python, AWS, SQL."
215,2021,SE,FT,Principal Data Engineer,185000,USD,185000,US,100,US,L,General data role involving analysis and modeling.
216,2021,EN,PT,Computer Vision Engineer,180000,DKK,28609,DK,50,DK,S,General data role involving analysis and modeling.
217,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, Python, TensorFlow."
218,2021,MI,FT,Machine Learning Engineer,75000,EUR,88654,BE,100,BE,M,"Optimize algorithms for performance, integrate ML systems with software architecture, and monitor model drift. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Spark, SQL."
219,2021,SE,FT,Data Analytics Manager,140000,USD,140000,US,100,US,L,General data role involving analysis and modeling.
220,2021,MI,FT,Machine Learning Engineer,180000,PLN,46597,PL,100,PL,L,"Collaborate on feature selection, model training, and A/B testing using frameworks like TensorFlow and PyTorch. Mid-level role involving independent projects and team collaboration. Key skills: Spark, SQL, AWS."
221,2021,MI,FT,Data Scientist,85000,GBP,116914,GB,50,GB,L,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, Python, SQL."
222,2021,MI,FT,Data Scientist,2500000,INR,33808,IN,0,IN,M,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, Python, AWS."
223,2021,MI,FT,Data Scientist,40900,GBP,56256,GB,50,GB,L,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Mid-level role involving independent projects and team collaboration. Key skills: SQL, TensorFlow, AWS."
224,2021,SE,FT,Machine Learning Scientist,225000,USD,225000,US,100,CA,L,General data role involving analysis and modeling.
225,2021,EX,CT,Principal Data Scientist,416000,USD,416000,US,100,US,S,General data role involving analysis and modeling.
226,2021,SE,FT,Data Scientist,110000,CAD,87738,CA,100,CA,S,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Senior position leading initiatives and mentoring juniors. Key skills: Python, AWS, TensorFlow."
227,2021,MI,FT,Data Scientist,75000,EUR,88654,DE,50,DE,L,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Mid-level role involving independent projects and team collaboration. Key skills: SQL, Python, TensorFlow."
228,2021,SE,FT,Data Scientist,135000,USD,135000,US,0,US,L,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Senior position leading initiatives and mentoring juniors. Key skills: Python, SQL, AWS."
229,2021,SE,FT,Data Analyst,90000,CAD,71786,CA,100,CA,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Senior position leading initiatives and mentoring juniors. Key skills: Python, AWS, Spark."
230,2021,EN,FT,Big Data Engineer,1200000,INR,16228,IN,100,IN,L,General data role involving analysis and modeling.
231,2021,SE,FT,ML Engineer,256000,USD,256000,US,100,US,S,General data role involving analysis and modeling.
232,2021,SE,FT,Director of Data Engineering,200000,USD,200000,US,100,US,L,General data role involving analysis and modeling.
233,2021,SE,FT,Data Analyst,200000,USD,200000,US,100,US,L,"Use SQL and Excel to process data, identify anomalies, and recommend actions based on performance metrics. Senior position leading initiatives and mentoring juniors. Key skills: AWS, Python, SQL."
234,2021,MI,FT,Data Architect,180000,USD,180000,US,100,US,L,General data role involving analysis and modeling.
235,2021,MI,FT,Head of Data Science,110000,USD,110000,US,0,US,S,General data role involving analysis and modeling.
236,2021,MI,FT,Research Scientist,80000,CAD,63810,CA,100,CA,M,"Explore theoretical models, run simulations, and apply results to real-world applications. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, AWS, Python."
237,2021,MI,FT,Data Scientist,39600,EUR,46809,ES,100,ES,M,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Mid-level role involving independent projects and team collaboration. Key skills: AWS, Tableau, TensorFlow."
238,2021,EN,FT,Data Scientist,4000,USD,4000,VN,0,VN,M,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: TensorFlow, Tableau, Spark."
239,2021,EN,FT,Data Engineer,1600000,INR,21637,IN,50,IN,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Spark, Python, Tableau."
240,2021,SE,FT,Data Scientist,130000,CAD,103691,CA,100,CA,L,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Tableau, TensorFlow."
241,2021,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Mid-level role involving independent projects and team collaboration. Key skills: Python, TensorFlow, AWS."
242,2021,MI,FT,Data Engineer,110000,USD,110000,US,100,US,L,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Python, SQL."
243,2021,SE,FT,Data Scientist,165000,USD,165000,US,100,US,L,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, Python, TensorFlow."
244,2021,EN,FT,AI Scientist,1335000,INR,18053,IN,100,AS,S,"Advance AI research, explore new methodologies, and apply findings to solve domain-specific challenges. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: AWS, Tableau, TensorFlow."
245,2021,MI,FT,Data Engineer,52500,GBP,72212,GB,50,GB,L,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, Spark, Python."
246,2021,EN,FT,Data Scientist,31000,EUR,36643,FR,50,FR,L,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: AWS, Tableau, TensorFlow."
247,2021,MI,FT,Data Engineer,108000,TRY,12103,TR,0,TR,M,"Collaborate with data scientists to create robust data architectures that support machine learning workflows. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, SQL, Python."
248,2021,SE,FT,Data Engineer,70000,GBP,96282,GB,50,GB,L,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Senior position leading initiatives and mentoring juniors. Key skills: Python, SQL, Tableau."
249,2021,SE,FT,Principal Data Analyst,170000,USD,170000,US,100,US,M,General data role involving analysis and modeling.
250,2021,MI,FT,Data Scientist,115000,USD,115000,US,50,US,L,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Mid-level role involving independent projects and team collaboration. Key skills: Spark, Python, TensorFlow."
251,2021,EN,FT,Data Scientist,90000,USD,90000,US,100,US,S,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: SQL, Spark, Python."
252,2021,EX,FT,Principal Data Engineer,600000,USD,600000,US,100,US,L,General data role involving analysis and modeling.
253,2021,EN,FT,Data Scientist,2100000,INR,28399,IN,100,IN,M,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Spark, Tableau, SQL."
254,2021,MI,FT,Data Analyst,93000,USD,93000,US,100,US,L,"Use SQL and Excel to process data, identify anomalies, and recommend actions based on performance metrics. Mid-level role involving independent projects and team collaboration. Key skills: AWS, Tableau, Spark."
255,2021,SE,FT,Big Data Architect,125000,CAD,99703,CA,50,CA,M,General data role involving analysis and modeling.
256,2021,MI,FT,Data Engineer,200000,USD,200000,US,100,US,L,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Mid-level role involving independent projects and team collaboration. Key skills: Spark, SQL, Python."
257,2021,SE,FT,Principal Data Scientist,147000,EUR,173762,DE,100,DE,M,General data role involving analysis and modeling.
258,2021,SE,FT,Machine Learning Engineer,185000,USD,185000,US,50,US,L,"Collaborate on feature selection, model training, and A/B testing using frameworks like TensorFlow and PyTorch. Senior position leading initiatives and mentoring juniors. Key skills: AWS, Tableau, Spark."
259,2021,EX,FT,Director of Data Science,120000,EUR,141846,DE,0,DE,L,General data role involving analysis and modeling.
260,2021,MI,FT,Data Scientist,130000,USD,130000,US,50,US,L,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Mid-level role involving independent projects and team collaboration. Key skills: SQL, TensorFlow, Tableau."
261,2021,SE,FT,Data Analyst,54000,EUR,63831,DE,50,DE,L,"Develop dashboards in Tableau or Power BI, track KPIs, and present findings to non-technical teams. Senior position leading initiatives and mentoring juniors. Key skills: Spark, TensorFlow, Python."
262,2021,MI,FT,Data Scientist,1250000,INR,16904,IN,100,IN,S,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Mid-level role involving independent projects and team collaboration. Key skills: AWS, SQL, Python."
263,2021,SE,FT,Machine Learning Engineer,4900000,INR,66265,IN,0,IN,L,"Develop custom solutions for computer vision or NLP tasks, focusing on deployment and maintenance. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, AWS, SQL."
264,2021,MI,FT,Data Scientist,21600,EUR,25532,RS,100,DE,S,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, AWS, SQL."
265,2021,SE,FT,Lead Data Engineer,160000,USD,160000,PR,50,US,S,General data role involving analysis and modeling.
266,2021,MI,FT,Data Engineer,93150,USD,93150,US,0,US,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Mid-level role involving independent projects and team collaboration. Key skills: Python, SQL, TensorFlow."
267,2021,MI,FT,Data Engineer,111775,USD,111775,US,0,US,M,"Collaborate with data scientists to create robust data architectures that support machine learning workflows. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, Python, AWS."
268,2021,MI,FT,Data Engineer,250000,TRY,28016,TR,100,TR,M,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Mid-level role involving independent projects and team collaboration. Key skills: Python, SQL, TensorFlow."
269,2021,EN,FT,Data Engineer,55000,EUR,65013,DE,50,DE,M,"Collaborate with data scientists to create robust data architectures that support machine learning workflows. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: SQL, Python, Tableau."
270,2021,EN,FT,Data Engineer,72500,USD,72500,US,100,US,L,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Tableau, SQL, TensorFlow."
271,2021,SE,FT,Computer Vision Engineer,102000,BRL,18907,BR,0,BR,M,General data role involving analysis and modeling.
272,2021,EN,FT,Data Science Consultant,65000,EUR,76833,DE,0,DE,L,General data role involving analysis and modeling.
273,2021,EN,FT,Machine Learning Engineer,85000,USD,85000,NL,100,DE,S,"Build end-to-end ML pipelines, handle large-scale data, and ensure models are efficient and reliable. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Spark, SQL, AWS."
274,2021,SE,FT,Data Scientist,65720,EUR,77684,FR,50,FR,M,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, SQL, AWS."
275,2021,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: SQL, Python, AWS."
276,2021,EN,FT,Data Scientist,58000,USD,58000,US,50,US,L,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Python, Spark, AWS."
277,2021,SE,FT,AI Scientist,55000,USD,55000,ES,100,ES,L,"Focus on explainable AI, federated learning, and ethical considerations in algorithm design. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, AWS, SQL."
278,2021,SE,FT,Data Scientist,180000,TRY,20171,TR,50,TR,L,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Senior position leading initiatives and mentoring juniors. Key skills: AWS, Python, Spark."
279,2021,EN,FT,Business Data Analyst,50000,EUR,59102,LU,100,LU,L,General data role involving analysis and modeling.
280,2021,MI,FT,Data Engineer,112000,USD,112000,US,100,US,L,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Mid-level role involving independent projects and team collaboration. Key skills: AWS, SQL, TensorFlow."
281,2021,EN,FT,Research Scientist,100000,USD,100000,JE,0,CN,L,"Focus on ethical AI, robustness testing, and translating research into practical prototypes. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Python, Spark, TensorFlow."
282,2021,MI,PT,Data Engineer,59000,EUR,69741,NL,100,NL,L,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Mid-level role involving independent projects and team collaboration. Key skills: AWS, TensorFlow, Python."
283,2021,SE,CT,Staff Data Scientist,105000,USD,105000,US,100,US,M,General data role involving analysis and modeling.
284,2021,MI,FT,Research Scientist,69999,USD,69999,CZ,50,CZ,L,"Explore theoretical models, run simulations, and apply results to real-world applications. Mid-level role involving independent projects and team collaboration. Key skills: SQL, AWS, Tableau."
285,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L,"Manage resource allocation, mentor junior staff, and ensure high-quality deliverables in analytics projects. Senior position leading initiatives and mentoring juniors. Key skills: Spark, Tableau, SQL."
286,2021,SE,FT,Head of Data,87000,EUR,102839,SI,100,SI,L,General data role involving analysis and modeling.
287,2021,MI,FT,Data Scientist,109000,USD,109000,US,50,US,L,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Mid-level role involving independent projects and team collaboration. Key skills: SQL, Tableau, Python."
288,2021,MI,FT,Machine Learning Engineer,43200,EUR,51064,IT,50,IT,L,"Develop custom solutions for computer vision or NLP tasks, focusing on deployment and maintenance. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, SQL, TensorFlow."
289,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Senior position leading initiatives and mentoring juniors. Key skills: Python, TensorFlow, SQL."
290,2022,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M,"Query databases, clean datasets, and perform exploratory analysis to uncover insights for operational improvements. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, SQL, Tableau."
291,2022,SE,FT,Data Analyst,120600,USD,120600,US,100,US,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Python, Tableau."
292,2022,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Python, Tableau."
293,2022,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Mid-level role involving independent projects and team collaboration. Key skills: SQL, Python, Spark."
294,2022,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Spark, Python."
295,2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Mid-level role involving independent projects and team collaboration. Key skills: Python, Spark, TensorFlow."
296,2022,SE,FT,Data Analyst,102100,USD,102100,US,100,US,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Spark, Tableau."
297,2022,SE,FT,Data Analyst,84900,USD,84900,US,100,US,M,"Query databases, clean datasets, and perform exploratory analysis to uncover insights for operational improvements. Senior position leading initiatives and mentoring juniors. Key skills: SQL, AWS, Spark."
298,2022,SE,FT,Data Scientist,136620,USD,136620,US,100,US,M,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, TensorFlow, Python."
299,2022,SE,FT,Data Scientist,99360,USD,99360,US,100,US,M,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Senior position leading initiatives and mentoring juniors. Key skills: Python, SQL, TensorFlow."
300,2022,SE,FT,Data Scientist,90000,GBP,117789,GB,0,GB,M,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Spark, Python."
301,2022,SE,FT,Data Scientist,80000,GBP,104702,GB,0,GB,M,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Spark, TensorFlow."
302,2022,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Senior position leading initiatives and mentoring juniors. Key skills: Python, Spark, TensorFlow."
303,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Tableau, Python."
304,2022,EN,FT,Data Engineer,40000,GBP,52351,GB,100,GB,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Spark, Tableau, SQL."
